name,species,breed,origin,age_months,gender,health_status,vaccination_status,size,energy_level,exercise_needs,training_needs,trained_level,child_friendly_score,pet_friendly_score,stranger_friendly_score,needs_yard,can_live_in_apartment,grooming_needs,estimated_monthly_cost,noise_level,can_be_left_alone,max_hours_alone,requires_experienced_owner,temperament_tags,description,adoption_success
Mimi,Cat,Indian Street Cat (Rescued),Indian,4,female,healthy,up_to_date,medium,4,minimal,low,basic,5,4,5,False,True,low,1100.0,quiet,True,10,False,"independent,cautious,adaptable,resilient,gentle",Rescued street cat. Takes time to adjust indoors. Very hardy. Lowest cost cat to maintain in India.,True
Brownie,Dog,German Shepherd,International,79,male,healthy,up_to_date,large,4,high,moderate,intermediate,7,6,4,True,False,moderate,5500.0,moderate,True,5,False,"loyal,protective,intelligent,versatile,brave",Highly intelligent working dog. Loyal protector. Needs consistent training and daily exercise.,True
Brownie,Dog,Dachshund,International,40,male,healthy,up_to_date,small,3,moderate,moderate,basic,4,5,5,False,True,low,2800.0,vocal,True,6,False,"curious,lively,stubborn,playful,vocal",Compact apartment dog. Stubborn but charming. Avoid stairs climbing — prone to spinal issues.,True
Bhola,Dog,Rajapalayam,Indian,128,female,serious_condition,up_to_date,large,3,high,high,intermediate,4,4,2,True,False,low,2600.0,moderate,True,5,True,"loyal,protective,independent,brave,reserved","Royal Tamil Nadu sighthound. One-person dog — extremely loyal to owner, aloof with strangers. Needs experienced handler.",False
Whiskers,Cat,Indian Domestic Short Hair,Indian,2,male,healthy,up_to_date,medium,4,moderate,low,basic,8,6,6,False,True,low,1100.0,moderate,True,10,False,"adaptable,independent,hardy,curious,low-maintenance","Most common cat in Indian homes. Hardy, healthy, and extremely adaptable. Perfect for first-time cat owners.",True
Bhola,Dog,German Shepherd,International,89,female,minor_condition,up_to_date,large,3,high,moderate,intermediate,7,5,4,True,False,moderate,5600.0,moderate,True,5,False,"loyal,protective,intelligent,versatile,brave",Highly intelligent working dog. Loyal protector. Needs consistent training and daily exercise.,False
Shadow,Dog,Pomeranian,International,19,male,healthy,up_to_date,small,3,moderate,moderate,intermediate,4,6,5,False,True,high,3300.0,vocal,True,7,False,"alert,bold,fluffy,vocal,attention-seeking",Popular apartment dog. Fluffy and bold. Not ideal with very young children. Vocal watchdog.,True
Tommy,Dog,Himalayan Sheepdog,Indian,31,female,healthy,up_to_date,large,3,moderate,high,basic,7,5,3,True,False,high,2400.0,moderate,True,5,True,"protective,loyal,mountain,sturdy,guardian",North Indian mountain guardian. Dense thick coat. Needs cooler climate or air-conditioned space in summer.,True
Kalu,Dog,Golden Retriever,International,4,female,healthy,partial,large,5,high,moderate,intermediate,10,10,9,True,False,high,5600.0,moderate,True,5,False,"gentle,friendly,patient,trainable,playful",Outstanding family companion. Excellent with children and other pets. Heavy shedder — needs regular grooming.,True
Rocky,Dog,Pug,International,20,male,healthy,partial,small,2,minimal,moderate,basic,9,9,8,False,True,low,3700.0,moderate,True,7,False,"charming,mischievous,loving,calm,social",Made famous by Indian TV ads. Great apartment dog. Brachycephalic — avoid exercise in peak summer heat.,True
Simba,Dog,German Shepherd,International,35,male,healthy,partial,large,3,high,moderate,intermediate,8,4,6,True,False,moderate,4900.0,moderate,True,5,False,"loyal,protective,intelligent,versatile,brave",Highly intelligent working dog. Loyal protector. Needs consistent training and daily exercise.,True
Golu,Dog,German Shepherd,International,63,female,healthy,up_to_date,large,4,high,moderate,intermediate,5,6,5,True,False,moderate,5100.0,moderate,True,5,False,"loyal,protective,intelligent,versatile,brave",Highly intelligent working dog. Loyal protector. Needs consistent training and daily exercise.,False
Brownie,Dog,Indian Pariah Dog,Indian,25,female,serious_condition,partial,medium,4,high,moderate,basic,7,6,4,False,True,low,1600.0,moderate,True,6,False,"alert,loyal,intelligent,independent,hardy","Ancient landrace breed, extremely hardy and healthy. Highly adaptable to Indian climate. Intelligent and loyal to family.",False
Kitty,Cat,Russian Blue,International,2,male,minor_condition,up_to_date,medium,3,minimal,low,intermediate,8,7,3,False,True,low,5000.0,quiet,True,9,False,"shy,gentle,loyal,quiet,independent",Elegant blue-coated cat. Shy with strangers but deeply loyal to family. Dislikes loud environments.,True
Diesel,Dog,Indian Pariah Dog,Indian,17,female,healthy,up_to_date,medium,4,high,moderate,basic,6,7,5,False,True,low,1500.0,moderate,True,8,False,"alert,loyal,intelligent,independent,hardy","Ancient landrace breed, extremely hardy and healthy. Highly adaptable to Indian climate. Intelligent and loyal to family.",True
Cleo,Cat,Ragdoll,International,9,female,healthy,up_to_date,large,2,minimal,low,intermediate,8,8,7,False,True,high,6700.0,quiet,True,8,False,"docile,gentle,floppy,affectionate,calm",Goes limp when held — hence Ragdoll. Extremely gentle. Perfect for families with children. Needs regular brushing.,False
Cheeni,Cat,Maine Coon,International,36,male,healthy,partial,large,3,moderate,moderate,basic,9,8,7,False,True,high,5000.0,moderate,True,9,False,"gentle-giant,dog-like,playful,friendly,social",Largest domestic cat breed. Dog-like personality. Loves water. Needs AC in Indian summers due to long coat.,True
Kitty,Cat,Persian,International,4,male,minor_condition,up_to_date,medium,2,minimal,low,basic,5,7,3,False,True,high,3600.0,quiet,True,9,False,"calm,gentle,quiet,affectionate,lap-cat",Most popular purebred cat in India. Calm and gentle. Requires daily grooming and AC in Indian summers.,False
Kalu,Dog,Mixed Breed (Indian Street),Indian,8,male,healthy,up_to_date,medium,3,moderate,moderate,basic,6,6,5,False,True,low,1300.0,moderate,True,7,False,"resilient,adaptable,loyal,intelligent,low-maintenance",Rescued street dog. Extremely resilient and healthy. Deeply loyal once they trust you. Most affordable to maintain.,True
Sundari,Cat,Persian Cats,International,3,female,healthy,partial,medium,2,minimal,low,basic,7,7,2,False,True,high,4400.0,quiet,True,10,False,"calm,gentle,quiet,affectionate,lap-cat",Most popular purebred cat in India. Calm and gentle. Daily grooming and AC required in Indian summers.,True
Mango,Cat,Persian Cats,International,140,male,healthy,up_to_date,medium,1,minimal,low,basic,6,5,5,False,True,high,3500.0,quiet,True,10,False,"calm,gentle,quiet,affectionate,lap-cat",Most popular purebred cat in India. Calm and gentle. Daily grooming and AC required in Indian summers.,True
Simba,Dog,Mudhol Hound,Indian,13,male,minor_condition,partial,large,5,very_high,high,intermediate,6,2,4,True,False,low,2300.0,quiet,True,5,True,"agile,fast,independent,reserved,athletic",Karnataka sighthound used by Indian Army. Needs vast space and daily running. Not suited for apartment or first-time owners.,True
Charlie,Dog,Indian Pariah Dog,Indian,29,female,healthy,partial,medium,4,high,moderate,basic,8,6,4,False,True,low,1600.0,moderate,True,7,False,"alert,loyal,intelligent,independent,hardy","Ancient landrace breed, extremely hardy and healthy. Highly adaptable to Indian climate. Intelligent and loyal to family.",False
Storm,Dog,Rajapalayam,Indian,12,male,healthy,partial,large,4,high,high,intermediate,6,3,3,True,False,low,2300.0,moderate,True,5,True,"loyal,protective,independent,brave,reserved","Royal Tamil Nadu sighthound. One-person dog — extremely loyal to owner, aloof with strangers. Needs experienced handler.",False
Cleo,Cat,Persian Cats,International,28,female,healthy,up_to_date,medium,1,minimal,low,basic,6,6,4,False,True,high,3700.0,quiet,True,10,False,"calm,gentle,quiet,affectionate,lap-cat",Most popular purebred cat in India. Calm and gentle. Daily grooming and AC required in Indian summers.,True
Chhotu,Dog,Rajapalayam,Indian,4,female,healthy,up_to_date,large,5,high,high,intermediate,7,2,1,True,False,low,2600.0,moderate,True,5,True,"loyal,protective,independent,brave,reserved","Royal Tamil Nadu sighthound. One-person dog — extremely loyal to owner, aloof with strangers. Needs experienced handler.",False
Mimi,Cat,Indian Domestic Short Hair,Indian,67,male,healthy,partial,medium,3,moderate,low,basic,7,6,6,False,True,low,1300.0,moderate,True,10,False,"adaptable,independent,hardy,curious,low-maintenance","Most common cat in Indian homes. Hardy, healthy, and extremely adaptable. Perfect for first-time cat owners.",False
Nala,Cat,British Shorthair,International,77,male,healthy,not_vaccinated,medium,2,minimal,low,basic,10,7,7,False,True,moderate,4200.0,quiet,True,10,False,"calm,easygoing,independent,gentle,round-face",Very easy-going and calm. Tolerates being alone well. Does not demand constant attention — ideal for working adults.,True
Whiskers,Cat,Ragdoll,International,28,female,healthy,up_to_date,large,1,minimal,low,intermediate,8,7,8,False,True,high,5700.0,quiet,True,8,False,"docile,gentle,floppy,affectionate,calm",Goes limp when held — hence Ragdoll. Extremely gentle. Perfect for families with children. Needs regular brushing.,False
Chhotu,Dog,Chippiparai,Indian,1,male,serious_condition,partial,medium,5,very_high,high,basic,5,3,1,True,False,low,1800.0,quiet,True,5,True,"fast,agile,elegant,reserved,hunter","Madurai sighthound, bred for hunting. Very fast. Better with experienced owners who can provide structured exercise.",False
Chiku,Dog,Indie (Rescued),Indian,5,female,healthy,up_to_date,medium,4,moderate,moderate,untrained,6,7,4,False,True,low,1300.0,moderate,True,6,False,"resilient,loyal,shy-at-first,adaptable,grateful","Shelter/rescue Indie. May take time to trust. Once bonded, extremely loyal. Very healthy and low maintenance.",False
Mimi,Cat,Persian,International,18,male,healthy,up_to_date,medium,1,minimal,low,basic,6,6,5,False,True,high,3600.0,quiet,True,10,False,"calm,gentle,quiet,affectionate,lap-cat",Most popular purebred cat in India. Calm and gentle. Requires daily grooming and AC in Indian summers.,True
Pudding,Dog,Indian Spitz,Indian,65,male,minor_condition,up_to_date,small,3,moderate,moderate,intermediate,9,6,6,False,True,high,2100.0,vocal,True,8,False,"playful,loyal,alert,vocal,adaptable","Most popular Indian apartment dog. Fluffy, affectionate, highly adaptable. Barks frequently — good watchdog.",True
Storm,Dog,Golden Retriever,International,69,male,healthy,partial,large,5,high,moderate,intermediate,10,8,8,True,False,high,5200.0,moderate,True,4,False,"gentle,friendly,patient,trainable,playful",Outstanding family companion. Excellent with children and other pets. Heavy shedder — needs regular grooming.,True
Mimi,Cat,Himalayan,International,5,male,healthy,up_to_date,medium,2,minimal,low,basic,8,5,6,False,True,high,4400.0,quiet,True,9,False,"calm,gentle,affectionate,quiet,lap-cat","Persian-Siamese cross. Calm like Persian, slightly more playful. Requires daily grooming and AC in summer.",True
Whiskers,Cat,Bengal,International,28,female,healthy,partial,medium,5,high,moderate,basic,7,5,4,False,True,low,6200.0,vocal,True,5,True,"wild-look,energetic,playful,mischievous,athletic",Wild-looking cat with leopard spots. Extremely active and curious. Not a lap cat. Needs vertical space to climb.,True
Chhotu,Dog,Kanni,Indian,2,male,healthy,not_vaccinated,medium,5,high,moderate,basic,4,5,3,True,False,low,1900.0,quiet,True,5,True,"gentle,loyal,agile,reserved,graceful",Rare Tamil Nadu breed. Gentle with family once bonded. Requires open space and an experienced owner.,False
Buddy,Dog,Indian Spitz,Indian,8,female,minor_condition,partial,small,3,moderate,moderate,intermediate,8,7,6,False,True,high,2100.0,vocal,True,6,False,"playful,loyal,alert,vocal,adaptable","Most popular Indian apartment dog. Fluffy, affectionate, highly adaptable. Barks frequently — good watchdog.",True
Pari,Cat,Indian Street Cat (Rescued),Indian,66,male,healthy,up_to_date,medium,3,minimal,low,basic,5,6,4,False,True,low,1000.0,quiet,True,10,False,"independent,cautious,adaptable,resilient,gentle",Rescued street cat. Takes time to adjust indoors. Very hardy. Lowest cost cat to maintain in India.,True
Brownie,Dog,Mixed Breed (Indian Street),Indian,118,female,healthy,up_to_date,medium,2,moderate,moderate,basic,8,5,5,False,True,low,1300.0,moderate,True,7,False,"resilient,adaptable,loyal,intelligent,low-maintenance",Rescued street dog. Extremely resilient and healthy. Deeply loyal once they trust you. Most affordable to maintain.,True
Brownie,Dog,Mixed Breed (Indian Street),Indian,5,female,minor_condition,not_vaccinated,medium,4,moderate,moderate,basic,7,6,5,False,True,low,1700.0,moderate,True,7,False,"resilient,adaptable,loyal,intelligent,low-maintenance",Rescued street dog. Extremely resilient and healthy. Deeply loyal once they trust you. Most affordable to maintain.,True
Chiku,Dog,Mixed Breed (Indian Street),Indian,50,female,healthy,not_vaccinated,medium,2,moderate,moderate,basic,6,4,4,False,True,low,1300.0,moderate,True,7,False,"resilient,adaptable,loyal,intelligent,low-maintenance",Rescued street dog. Extremely resilient and healthy. Deeply loyal once they trust you. Most affordable to maintain.,False
Brownie,Dog,Indian Pariah Dog,Indian,6,female,serious_condition,up_to_date,medium,3,high,moderate,basic,7,7,4,False,True,low,1300.0,moderate,True,7,False,"alert,loyal,intelligent,independent,hardy","Ancient landrace breed, extremely hardy and healthy. Highly adaptable to Indian climate. Intelligent and loyal to family.",False
Billi,Cat,Maine Coon,International,16,female,healthy,up_to_date,large,3,moderate,moderate,basic,7,7,7,False,True,high,4400.0,moderate,True,7,False,"gentle-giant,dog-like,playful,friendly,social",Largest domestic cat breed. Dog-like personality. Loves water. Needs AC in Indian summers due to long coat.,True
Brownie,Dog,Boxer,International,52,male,healthy,up_to_date,large,4,high,moderate,intermediate,9,6,7,True,False,low,4700.0,moderate,False,4,False,"playful,loyal,energetic,funny,protective",Playful family dog. Excellent with children. Brachycephalic — needs shade in Indian summers. Very energetic.,True
Max,Dog,Indian Pariah Dog,Indian,61,female,serious_condition,not_vaccinated,medium,4,high,moderate,basic,8,4,2,False,True,low,1500.0,moderate,True,8,False,"alert,loyal,intelligent,independent,hardy","Ancient landrace breed, extremely hardy and healthy. Highly adaptable to Indian climate. Intelligent and loyal to family.",False
Tommy,Dog,Mudhol Hound,Indian,139,female,healthy,not_vaccinated,large,4,very_high,high,intermediate,7,3,3,True,False,low,2100.0,quiet,True,4,True,"agile,fast,independent,reserved,athletic",Karnataka sighthound used by Indian Army. Needs vast space and daily running. Not suited for apartment or first-time owners.,True
Sona,Dog,Indie (Rescued),Indian,12,female,healthy,up_to_date,medium,4,moderate,moderate,untrained,4,7,5,False,True,low,1700.0,moderate,True,6,False,"resilient,loyal,shy-at-first,adaptable,grateful","Shelter/rescue Indie. May take time to trust. Once bonded, extremely loyal. Very healthy and low maintenance.",True
Mishti,Cat,Bengal,International,5,female,minor_condition,up_to_date,medium,5,high,moderate,basic,7,4,5,False,True,low,6000.0,vocal,True,6,True,"wild-look,energetic,playful,mischievous,athletic",Wild-looking cat with leopard spots. Extremely active and curious. Not a lap cat. Needs vertical space to climb.,True
